Date,Day,Treatment,Header,TankID,Temperature,pH,Temp,pHspec,Sal,Diam1,Diam2,DiamMean,Growth,Height,pCO2out,AlkTotal,PartOfSpine,Chosen,RatioSEM,SpineLength,RatioLength,SpineCount
2019-02-24,126,OA,3,4t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.08931,NA,NA,NA
2019-02-24,126,OA,3,4t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,1.40650,NA,NA,NA
2019-02-24,126,OA,3,6t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.90091,NA,NA,NA
2019-02-24,126,OA,3,6t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,1.94100,NA,NA,NA
2019-02-24,126,OA,3,6t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.86142,NA,NA,NA
2019-02-24,126,OA,3,6t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.60489,NA,NA,NA
2019-02-24,126,OA,3,6t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.70563,NA,NA,NA
2019-02-24,126,OA,3,6t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,1.51114,NA,NA,NA
2019-02-24,126,OA,3,6t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.84414,NA,NA,NA
2019-02-24,126,OA,3,6t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,1.80114,NA,NA,NA
2019-02-24,126,OA,3,6t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.88831,NA,NA,NA
2019-02-24,126,OA,3,12t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.99350,NA,NA,NA
2019-02-24,126,OA,3,12t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.97182,NA,NA,NA
2019-02-24,126,OA,3,12t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.01485,NA,NA,NA
2019-02-24,126,OA,3,12t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.97098,NA,NA,NA
2019-02-24,126,OA,3,12t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,1.93006,NA,NA,NA
2019-02-24,126,OA,3,12t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.01277,NA,NA,NA
2019-02-24,126,OA,3,12t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.31202,NA,NA,NA
2019-02-24,126,OA,3,12t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.51736,NA,NA,NA
2019-02-24,126,OA,3,12t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.12906,NA,NA,NA
2019-02-24,126,OA,5,16t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.41504,NA,NA,NA
2019-02-24,126,OA,5,16t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.34442,NA,NA,NA
2019-02-24,126,OA,5,16t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.48813,NA,NA,NA
2019-02-24,126,OA,5,16t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.45070,NA,NA,NA
2019-02-24,126,OA,5,16t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.52583,NA,NA,NA
2019-02-24,126,OA,5,16t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.37885,NA,NA,NA
2019-02-24,126,OA,5,16t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.76001,NA,NA,NA
2019-02-24,126,OA,5,16t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.84039,NA,NA,NA
2019-02-24,126,OA,5,16t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.68206,NA,NA,NA
2019-02-24,126,OA,5,21t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.96357,NA,NA,NA
2019-02-24,126,OA,5,21t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.85193,NA,NA,NA
2019-02-24,126,OA,5,21t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,3.08173,NA,NA,NA
2019-02-24,126,OA,5,21t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.42248,NA,NA,NA
2019-02-24,126,OA,5,21t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.28087,NA,NA,NA
2019-02-24,126,OA,5,21t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.57616,NA,NA,NA
2019-02-24,126,OA,5,21t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,3.28667,NA,NA,NA
2019-02-24,126,OA,5,21t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,3.00317,NA,NA,NA
2019-02-24,126,OA,5,21t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,3.61252,NA,NA,NA
2019-02-24,126,OA,5,24t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.21652,NA,NA,NA
2019-02-24,126,OA,5,24t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.43475,NA,NA,NA
2019-02-24,126,OA,5,24t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.02374,NA,NA,NA
2019-02-24,126,OA,5,24t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.62159,NA,NA,NA
2019-02-24,126,OA,5,24t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,1.68863,NA,NA,NA
2019-02-24,126,OA,5,24t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.55739,NA,NA,NA
2019-02-24,126,OA,5,24t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.30277,NA,NA,NA
2019-02-24,126,OA,5,24t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.17276,NA,NA,NA
2019-02-24,126,OA,5,24t,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,1.44921,NA,NA,NA
2019-02-24,126,T,1,3t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,3.89799,NA,NA,NA
2019-02-24,126,T,1,3t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,3.64422,NA,NA,NA
2019-02-24,126,T,1,3t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,4.18104,NA,NA,NA
2019-02-24,126,T,1,3t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,4.01294,NA,NA,NA
2019-02-24,126,T,1,3t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,4.16926,NA,NA,NA
2019-02-24,126,T,1,3t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,3.86536,NA,NA,NA
2019-02-24,126,T,1,3t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,3.12856,NA,NA,NA
2019-02-24,126,T,1,3t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.84892,NA,NA,NA
2019-02-24,126,T,1,3t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,3.43555,NA,NA,NA
2019-02-24,126,T,1,10t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.99335,NA,NA,NA
2019-02-24,126,T,1,10t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.84367,NA,NA,NA
2019-02-24,126,T,1,10t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,3.15457,NA,NA,NA
2019-02-24,126,T,1,10t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.90643,NA,NA,NA
2019-02-24,126,T,1,10t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.68758,NA,NA,NA
2019-02-24,126,T,1,10t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,3.15280,NA,NA,NA
2019-02-24,126,T,1,10t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.44367,NA,NA,NA
2019-02-24,126,T,1,10t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.56037,NA,NA,NA
2019-02-24,126,T,1,10t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.33366,NA,NA,NA
2019-02-24,126,T,7,17t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,3.57768,NA,NA,NA
2019-02-24,126,T,7,17t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,3.19770,NA,NA,NA
2019-02-24,126,T,7,17t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,4.03205,NA,NA,NA
2019-02-24,126,T,7,17t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.77258,NA,NA,NA
2019-02-24,126,T,7,17t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.87785,NA,NA,NA
2019-02-24,126,T,7,17t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.67278,NA,NA,NA
2019-02-24,126,T,7,17t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.65913,NA,NA,NA
2019-02-24,126,T,7,17t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.88753,NA,NA,NA
2019-02-24,126,T,7,17t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.45589,NA,NA,NA
2019-02-24,126,T,7,18t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.59818,NA,NA,NA
2019-02-24,126,T,7,18t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.56821,NA,NA,NA
2019-02-24,126,T,7,18t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.62838,NA,NA,NA
2019-02-24,126,T,7,18t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.35539,NA,NA,NA
2019-02-24,126,T,7,18t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.23831,NA,NA,NA
2019-02-24,126,T,7,18t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.48049,NA,NA,NA
2019-02-24,126,T,7,18t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.68302,NA,NA,NA
2019-02-24,126,T,7,18t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.62268,NA,NA,NA
2019-02-24,126,T,7,18t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.74470,NA,NA,NA
2019-02-24,126,T,7,22t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.59830,NA,NA,NA
2019-02-24,126,T,7,22t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.46015,NA,NA,NA
2019-02-24,126,T,7,22t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.74725,NA,NA,NA
2019-02-24,126,T,7,22t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.64184,NA,NA,NA
2019-02-24,126,T,7,22t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.39841,NA,NA,NA
2019-02-24,126,T,7,22t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.92217,NA,NA,NA
2019-02-24,126,T,7,22t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,3.34834,NA,NA,NA
2019-02-24,126,T,7,22t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,3.34187,NA,NA,NA
2019-02-24,126,T,7,22t,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,3.35430,NA,NA,NA
2019-02-24,126,T/OA,4,2t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.73160,NA,NA,NA
2019-02-24,126,T/OA,4,2t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.66241,NA,NA,NA
2019-02-24,126,T/OA,4,2t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.80331,NA,NA,NA
2019-02-24,126,T/OA,4,2t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.32800,NA,NA,NA
2019-02-24,126,T/OA,4,2t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.04468,NA,NA,NA
2019-02-24,126,T/OA,4,2t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.66951,NA,NA,NA
2019-02-24,126,T/OA,4,2t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.88095,NA,NA,NA
2019-02-24,126,T/OA,4,2t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.69028,NA,NA,NA
2019-02-24,126,T/OA,4,2t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.10002,NA,NA,NA
2019-02-24,126,T/OA,4,7t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.22332,NA,NA,NA
2019-02-24,126,T/OA,4,7t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.26802,NA,NA,NA
2019-02-24,126,T/OA,4,7t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.17950,NA,NA,NA
2019-02-24,126,T/OA,4,7t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.13004,NA,NA,NA
2019-02-24,126,T/OA,4,7t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.24214,NA,NA,NA
2019-02-24,126,T/OA,4,7t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.02524,NA,NA,NA
2019-02-24,126,T/OA,4,7t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.88904,NA,NA,NA
2019-02-24,126,T/OA,4,7t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,1.88831,NA,NA,NA
2019-02-24,126,T/OA,4,7t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.88970,NA,NA,NA
2019-02-24,126,T/OA,4,11t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,3.13379,NA,NA,NA
2019-02-24,126,T/OA,4,11t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,3.26344,NA,NA,NA
2019-02-24,126,T/OA,4,11t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,3.01190,NA,NA,NA
2019-02-24,126,T/OA,4,11t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,3.43324,NA,NA,NA
2019-02-24,126,T/OA,4,11t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,3.54061,NA,NA,NA
2019-02-24,126,T/OA,4,11t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,3.32969,NA,NA,NA
2019-02-24,126,T/OA,4,11t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,3.04350,NA,NA,NA
2019-02-24,126,T/OA,4,11t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,3.32807,NA,NA,NA
2019-02-24,126,T/OA,4,11t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.79365,NA,NA,NA
2019-02-24,126,T/OA,6,14t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.91553,NA,NA,NA
2019-02-24,126,T/OA,6,14t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,1.69762,NA,NA,NA
2019-02-24,126,T/OA,6,14t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.17162,NA,NA,NA
2019-02-24,126,T/OA,6,14t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.69741,NA,NA,NA
2019-02-24,126,T/OA,6,14t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.93971,NA,NA,NA
2019-02-24,126,T/OA,6,14t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.48273,NA,NA,NA
2019-02-24,126,T/OA,6,14t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.33659,NA,NA,NA
2019-02-24,126,T/OA,6,14t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.14592,NA,NA,NA
2019-02-24,126,T/OA,6,14t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.55169,NA,NA,NA
2019-02-24,126,T/OA,6,19t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.76971,NA,NA,NA
2019-02-24,126,T/OA,6,19t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,3.50400,NA,NA,NA
2019-02-24,126,T/OA,6,19t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.24187,NA,NA,NA
2019-02-24,126,T/OA,6,19t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.67834,NA,NA,NA
2019-02-24,126,T/OA,6,19t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.69521,NA,NA,NA
2019-02-24,126,T/OA,6,19t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.66082,NA,NA,NA
2019-02-24,126,T/OA,6,19t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.86429,NA,NA,NA
2019-02-24,126,T/OA,6,19t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,3.16008,NA,NA,NA
2019-02-24,126,T/OA,6,19t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.60732,NA,NA,NA
2019-02-24,126,T/OA,6,23t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.07601,NA,NA,NA
2019-02-24,126,T/OA,6,23t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.95110,NA,NA,NA
2019-02-24,126,T/OA,6,23t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.21192,NA,NA,NA
2019-02-24,126,T/OA,6,23t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.70056,NA,NA,NA
2019-02-24,126,T/OA,6,23t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,1.89065,NA,NA,NA
2019-02-24,126,T/OA,6,23t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,1.53357,NA,NA,NA
2019-02-24,126,T/OA,6,23t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.79211,NA,NA,NA
2019-02-24,126,T/OA,6,23t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,yes,2.88604,NA,NA,NA
2019-02-24,126,T/OA,6,23t,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Base,no,2.70211,NA,NA,NA
2019-02-24,126,AMB,2,1t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,1.52100,NA,NA,NA
2019-02-24,126,AMB,2,1t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,1.57600,NA,NA,NA
2019-02-24,126,AMB,2,1t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,yes,1.46800,NA,NA,NA
2019-02-24,126,AMB,2,1t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,1.88900,NA,NA,NA
2019-02-24,126,AMB,2,1t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,yes,2.12100,NA,NA,NA
2019-02-24,126,AMB,2,1t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,1.69000,NA,NA,NA
2019-02-24,126,AMB,2,1t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,1.58300,NA,NA,NA
2019-02-24,126,AMB,2,1t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,yes,1.67100,NA,NA,NA
2019-02-24,126,AMB,2,1t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,1.50000,NA,NA,NA
2019-02-24,126,AMB,2,5t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,1.81500,NA,NA,NA
2019-02-24,126,AMB,2,5t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,1.86600,NA,NA,NA
2019-02-24,126,AMB,2,5t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,yes,1.76600,NA,NA,NA
2019-02-24,126,AMB,2,5t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,1.35100,NA,NA,NA
2019-02-24,126,AMB,2,5t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,1.47700,NA,NA,NA
2019-02-24,126,AMB,2,5t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,yes,1.23800,NA,NA,NA
2019-02-24,126,AMB,2,5t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,1.43100,NA,NA,NA
2019-02-24,126,AMB,2,5t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,yes,1.48300,NA,NA,NA
2019-02-24,126,AMB,2,5t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,1.38100,NA,NA,NA
2019-02-24,126,AMB,2,9t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,1.25000,NA,NA,NA
2019-02-24,126,AMB,2,9t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,1.59300,NA,NA,NA
2019-02-24,126,AMB,2,9t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,yes,0.98700,NA,NA,NA
2019-02-24,126,AMB,2,9t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,2.31400,NA,NA,NA
2019-02-24,126,AMB,2,9t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,yes,2.35900,NA,NA,NA
2019-02-24,126,AMB,2,9t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,2.27100,NA,NA,NA
2019-02-24,126,AMB,2,9t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,1.63600,NA,NA,NA
2019-02-24,126,AMB,2,9t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,yes,1.65300,NA,NA,NA
2019-02-24,126,AMB,2,9t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,1.61800,NA,NA,NA
2019-02-24,126,AMB,8,13t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,0.83600,NA,NA,NA
2019-02-24,126,AMB,8,13t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,yes,1.00800,NA,NA,NA
2019-02-24,126,AMB,8,13t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,0.69100,NA,NA,NA
2019-02-24,126,AMB,8,13t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,2.02900,NA,NA,NA
2019-02-24,126,AMB,8,13t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,2.07300,NA,NA,NA
2019-02-24,126,AMB,8,13t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,yes,1.98500,NA,NA,NA
2019-02-24,126,AMB,8,13t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,2.03600,NA,NA,NA
2019-02-24,126,AMB,8,13t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,yes,2.03500,NA,NA,NA
2019-02-24,126,AMB,8,13t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,2.03700,NA,NA,NA
2019-02-24,126,AMB,8,15t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,1.30500,NA,NA,NA
2019-02-24,126,AMB,8,15t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,1.30000,NA,NA,NA
2019-02-24,126,AMB,8,15t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,yes,1.30900,NA,NA,NA
2019-02-24,126,AMB,8,15t,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tip,no,1.54600,NA,NA,NA
